run,loo,lookbacks,w_tsmom,w_xsec,w_mr,w_volcarry,target_vol,vol_lookback,max_leverage,cagr,vol,sharpe,maxdd,mar
6,-,"(63, 126, 252)",1.0,0.8,0.6,0.0,0.1,30,3.0,0.1784934984483872,0.1193600063009305,1.4954213222674382,-0.0258240153162155,6.9119188578046735
