symbol,target_position,px,notional_usd,lots
EURUSD,0.07142857142857142,1.1734200000000001,71428.57142857142,0.6085714285714285
GBPUSD,0.009523809523809518,1.343985,9523.809523809517,0.07071428571428572
US500,0.0,6673.25,0.0,0.0
USDJPY,-0.04761904761904763,147.933,-47619.04761904763,-0.003214285714285714
XAUUSD,0.07142857142857142,3854.645,71428.57142857142,0.18535714285714286
