symbol,entry_time,exit_time,side,entry_px,exit_px,leverage,ret_gross
USDJPY,2023-01-13 00:00:00+00:00,2023-01-24 00:00:00+00:00,long,129.172,130.593,1.1110873812366497,0.012222890167662202
USDJPY,2023-01-24 00:00:00+00:00,2023-01-25 00:00:00+00:00,short,130.593,130.214,1.2625346708602638,0.003664060403360289
USDJPY,2023-01-25 00:00:00+00:00,2023-01-30 00:00:00+00:00,long,130.214,129.835,1.322562470990454,-0.0038494415078668726
GBPUSD,2023-01-13 00:00:00+00:00,2023-02-01 00:00:00+00:00,short,1.22158,1.23077,1.200132753221999,-0.00902865142038183
GBPUSD,2023-02-01 00:00:00+00:00,2023-02-02 00:00:00+00:00,long,1.23077,1.23865,2.0,0.012804991996880233
USDJPY,2023-01-30 00:00:00+00:00,2023-02-02 00:00:00+00:00,short,129.835,128.603,1.2749471348569137,0.01209793099043949
GBPUSD,2023-02-02 00:00:00+00:00,2023-02-03 00:00:00+00:00,short,1.23865,1.22205,2.0,0.02680337464174687
XAUUSD,2023-01-15 00:00:00+00:00,2023-02-03 00:00:00+00:00,short,1920.337,1915.035,1.1455459560317458,0.0031628222852968595
USDJPY,2023-02-02 00:00:00+00:00,2023-02-05 00:00:00+00:00,long,128.603,132.471,1.7308370072294998,0.05205848653580167
GBPUSD,2023-02-03 00:00:00+00:00,2023-02-28 00:00:00+00:00,long,1.22205,1.20618,1.7906546872154616,-0.023254113895593096
GBPUSD,2023-02-28 00:00:00+00:00,2023-03-01 00:00:00+00:00,short,1.20618,1.20324,1.6281618594264293,0.003968558479425711
GBPUSD,2023-03-01 00:00:00+00:00,2023-03-05 00:00:00+00:00,long,1.20324,1.20253,1.6561550601124502,-0.0009772531603667906
XAUUSD,2023-02-03 00:00:00+00:00,2023-03-05 00:00:00+00:00,long,1915.035,1854.644,1.1705557220233072,-0.036913701634022175
GBPUSD,2023-03-05 00:00:00+00:00,2023-03-06 00:00:00+00:00,short,1.20253,1.20268,1.6107918053509829,-0.0002009253580388426
XAUUSD,2023-03-05 00:00:00+00:00,2023-03-08 00:00:00+00:00,short,1854.644,1813.855,1.8158409998955634,0.03993560949958059
GBPUSD,2023-03-06 00:00:00+00:00,2023-03-12 00:00:00+00:00,long,1.20268,1.20816,1.8522794831012,0.008439893876504652
USDJPY,2023-02-05 00:00:00+00:00,2023-03-12 00:00:00+00:00,short,132.471,134.542,1.3116954496220674,-0.020506535590184213
XAUUSD,2023-03-08 00:00:00+00:00,2023-03-12 00:00:00+00:00,long,1813.855,1872.398,1.4835480220038524,0.047882191163114686
GBPUSD,2023-03-12 00:00:00+00:00,2023-03-17 00:00:00+00:00,short,1.20816,1.21088,1.372496484657414,-0.0030899801667561766
XAUUSD,2023-03-12 00:00:00+00:00,2023-03-17 00:00:00+00:00,short,1872.398,1921.295,1.1113511956527984,-0.029022536562117167
USDJPY,2023-03-12 00:00:00+00:00,2023-03-21 00:00:00+00:00,long,134.542,131.397,1.5930906480303972,-0.037239450045752416
USDJPY,2023-03-21 00:00:00+00:00,2023-03-22 00:00:00+00:00,short,131.397,132.401,1.2310104007943705,-0.009406108529095689
USDJPY,2023-03-22 00:00:00+00:00,2023-03-23 00:00:00+00:00,long,132.401,131.185,1.1772564792967266,-0.010812183282791104
USDJPY,2023-03-23 00:00:00+00:00,2023-03-28 00:00:00+00:00,short,131.185,131.235,1.1521942446777935,-0.00043914862395766396
GBPUSD,2023-03-17 00:00:00+00:00,2023-04-03 00:00:00+00:00,long,1.21088,1.22856,1.4042212229702564,0.020502965795218705
GBPUSD,2023-04-03 00:00:00+00:00,2023-04-04 00:00:00+00:00,short,1.22856,1.24198,2.0,-0.021846714853161586
GBPUSD,2023-04-04 00:00:00+00:00,2023-04-11 00:00:00+00:00,long,1.24198,1.23907,2.0,-0.004686065798161332
GBPUSD,2023-04-11 00:00:00+00:00,2023-04-12 00:00:00+00:00,short,1.23907,1.24288,2.0,-0.006149773620538035
USDJPY,2023-03-28 00:00:00+00:00,2023-05-05 00:00:00+00:00,long,131.235,134.161,1.2473529887535948,0.027810834343681225
USDJPY,2023-05-05 00:00:00+00:00,2023-05-08 00:00:00+00:00,short,134.161,135.192,1.2924911544275808,-0.009932531661323702
USDJPY,2023-05-08 00:00:00+00:00,2023-05-10 00:00:00+00:00,long,135.192,135.292,1.296592917888608,0.0009590751804015575
USDJPY,2023-05-10 00:00:00+00:00,2023-05-17 00:00:00+00:00,short,135.292,136.425,1.3241195606219074,-0.01108881132797665
XAUUSD,2023-03-17 00:00:00+00:00,2023-06-09 00:00:00+00:00,long,1921.295,1965.225,1.0167252547124133,0.023247205889525523
XAUUSD,2023-06-09 00:00:00+00:00,2023-06-11 00:00:00+00:00,short,1965.225,1959.324,1.2822885298079116,0.0038503400956105996
XAUUSD,2023-06-11 00:00:00+00:00,2023-06-12 00:00:00+00:00,long,1959.324,1959.875,1.286454772969959,0.00036177609211469945
XAUUSD,2023-06-12 00:00:00+00:00,2023-06-14 00:00:00+00:00,short,1959.875,1943.845,1.3371485250033268,0.010936662213561274
XAUUSD,2023-06-14 00:00:00+00:00,2023-06-18 00:00:00+00:00,long,1943.845,1957.198,1.3738788877627213,0.009437689110137834
XAUUSD,2023-06-18 00:00:00+00:00,2023-06-20 00:00:00+00:00,short,1957.198,1952.375,1.411370473930537,0.003477951538764603
XAUUSD,2023-06-20 00:00:00+00:00,2023-06-22 00:00:00+00:00,long,1952.375,1933.815,1.4708045825795726,-0.01398201321604551
XAUUSD,2023-06-22 00:00:00+00:00,2023-07-02 00:00:00+00:00,short,1933.815,1918.898,1.7065987240701885,0.013164306392780677
XAUUSD,2023-07-02 00:00:00+00:00,2023-07-11 00:00:00+00:00,long,1918.898,1924.765,2.0,0.0061149680702152764
XAUUSD,2023-07-11 00:00:00+00:00,2023-07-28 00:00:00+00:00,short,1924.765,1947.355,2.0,-0.023472995404633767
XAUUSD,2023-07-28 00:00:00+00:00,2023-07-30 00:00:00+00:00,long,1947.355,1958.608,1.5037960856194978,0.008689847178083167
XAUUSD,2023-07-30 00:00:00+00:00,2023-08-01 00:00:00+00:00,short,1958.608,1963.778,1.4894128213266826,-0.003931498434734662
XAUUSD,2023-08-01 00:00:00+00:00,2023-08-11 00:00:00+00:00,long,1963.778,1912.285,1.7191930194780007,-0.045079640444072845
GBPUSD,2023-04-12 00:00:00+00:00,2023-08-31 00:00:00+00:00,long,1.24288,1.27107,2.0,0.045362384140061884
GBPUSD,2023-08-31 00:00:00+00:00,2023-09-01 00:00:00+00:00,short,1.27107,1.26705,2.0,0.006325379404753306
GBPUSD,2023-09-01 00:00:00+00:00,2023-09-08 00:00:00+00:00,long,1.26705,1.24749,2.0,-0.030874866816621216
GBPUSD,2023-09-08 00:00:00+00:00,2023-09-10 00:00:00+00:00,short,1.24749,1.24922,2.0,-0.002773569327208847
XAUUSD,2023-08-11 00:00:00+00:00,2023-09-10 00:00:00+00:00,short,1912.285,1919.865,1.773505902635231,-0.007029901265750219
XAUUSD,2023-09-10 00:00:00+00:00,2023-09-12 00:00:00+00:00,long,1919.865,1921.545,2.0,0.0017501230555274638
GBPUSD,2023-09-10 00:00:00+00:00,2023-09-15 00:00:00+00:00,long,1.24922,1.24005,2.0,-0.014681161044491686
XAUUSD,2023-09-12 00:00:00+00:00,2023-09-18 00:00:00+00:00,short,1921.545,1923.185,2.0,-0.0017069597641481415
XAUUSD,2023-09-18 00:00:00+00:00,2023-09-19 00:00:00+00:00,long,1923.185,1934.065,2.0,0.011314564121496673
XAUUSD,2023-09-19 00:00:00+00:00,2023-10-20 00:00:00+00:00,short,1934.065,1977.038,2.0,-0.04443801009790249
GBPUSD,2023-09-15 00:00:00+00:00,2023-10-26 00:00:00+00:00,short,1.24005,1.2102,2.0,0.04814322003145066
GBPUSD,2023-10-26 00:00:00+00:00,2023-10-30 00:00:00+00:00,long,1.2102,1.21123,1.9949648239858866,0.0016979125505746703
GBPUSD,2023-10-30 00:00:00+00:00,2023-12-06 00:00:00+00:00,short,1.21123,1.25939,2.0,-0.07952246889525538
GBPUSD,2023-12-06 00:00:00+00:00,2023-12-15 00:00:00+00:00,long,1.25939,1.27704,2.0,0.028029442825494577
GBPUSD,2023-12-15 00:00:00+00:00,2023-12-19 00:00:00+00:00,short,1.27704,1.26525,1.9667343268791213,0.018157456081175822
GBPUSD,2023-12-19 00:00:00+00:00,2023-12-20 00:00:00+00:00,long,1.26525,1.27297,1.9609825889502208,0.011965054800786747
GBPUSD,2023-12-20 00:00:00+00:00,2023-12-21 00:00:00+00:00,short,1.27297,1.26397,1.9489765610274339,0.013779420606335451
GBPUSD,2023-12-21 00:00:00+00:00,2023-12-22 00:00:00+00:00,long,1.26397,1.26825,1.8207082826856016,0.006165202852832315
GBPUSD,2023-12-22 00:00:00+00:00,2023-12-28 00:00:00+00:00,short,1.26825,1.27995,1.8840130371297588,-0.01738060519173508
