symbol,entry_time,exit_time,side,entry_px,exit_px,leverage,ret_gross
GBPUSD,2022-01-03 00:00:00+00:00,2022-01-24 00:00:00+00:00,short,1.35209,1.35549,2.0,-0.005029251011397395
XAUUSD,2022-01-03 00:00:00+00:00,2022-01-25 00:00:00+00:00,long,1828.294,1843.538,2.0,0.016675655009533497
XAUUSD,2022-01-25 00:00:00+00:00,2022-01-27 00:00:00+00:00,short,1843.538,1821.848,1.7310532027545649,0.020366569046988185
GBPUSD,2022-01-24 00:00:00+00:00,2022-01-28 00:00:00+00:00,long,1.35549,1.33872,2.0,-0.024743819578160187
GBPUSD,2022-01-28 00:00:00+00:00,2022-02-02 00:00:00+00:00,short,1.33872,1.35239,2.0,-0.020422493127763897
GBPUSD,2022-02-02 00:00:00+00:00,2022-02-03 00:00:00+00:00,long,1.35239,1.35641,2.0,0.005945030649442629
EURUSD,2022-01-20 00:00:00+00:00,2022-02-04 00:00:00+00:00,long,1.13427,1.14352,2.0,0.01631004963544891
USDJPY,2022-01-03 00:00:00+00:00,2022-02-07 00:00:00+00:00,long,115.14,115.225,2.0,0.001476463435817088
USDJPY,2022-02-07 00:00:00+00:00,2022-02-09 00:00:00+00:00,short,115.225,115.533,2.0,-0.005346062052506095
EURUSD,2022-02-04 00:00:00+00:00,2022-02-15 00:00:00+00:00,short,1.14352,1.13057,2.0,0.022649363369245945
EURUSD,2022-02-15 00:00:00+00:00,2022-02-16 00:00:00+00:00,long,1.13057,1.1355,2.0,0.008721264494900627
EURUSD,2022-02-16 00:00:00+00:00,2022-02-20 00:00:00+00:00,short,1.1355,1.13186,2.0,0.006411272567150794
GBPUSD,2022-02-03 00:00:00+00:00,2022-02-24 00:00:00+00:00,short,1.35641,1.35444,2.0,0.0029047264470178913
GBPUSD,2022-02-24 00:00:00+00:00,2022-03-06 00:00:00+00:00,long,1.35444,1.32241,2.0,-0.04729629957768533
EURUSD,2022-02-20 00:00:00+00:00,2022-03-17 00:00:00+00:00,long,1.13186,1.10216,2.0,-0.05247998869118109
XAUUSD,2022-01-27 00:00:00+00:00,2022-05-25 00:00:00+00:00,long,1821.848,1867.345,1.546076187055996,0.03861015204478447
XAUUSD,2022-05-25 00:00:00+00:00,2022-05-26 00:00:00+00:00,short,1867.345,1853.908,1.0485027032431216,0.007544792645964185
XAUUSD,2022-05-26 00:00:00+00:00,2022-05-31 00:00:00+00:00,long,1853.908,1852.328,1.047472295057949,-0.0008927121659713255
XAUUSD,2022-05-31 00:00:00+00:00,2022-06-01 00:00:00+00:00,short,1852.328,1836.318,1.1304166206938093,0.009770391689435118
XAUUSD,2022-06-01 00:00:00+00:00,2022-06-03 00:00:00+00:00,long,1836.318,1869.738,1.1206457375680183,0.02039514972326329
XAUUSD,2022-06-03 00:00:00+00:00,2022-06-07 00:00:00+00:00,short,1869.738,1839.268,1.0983350054053131,0.017898907555336626
XAUUSD,2022-06-07 00:00:00+00:00,2022-06-12 00:00:00+00:00,long,1839.268,1874.938,1.1447527498439,0.0222008595739891
XAUUSD,2022-06-12 00:00:00+00:00,2022-06-14 00:00:00+00:00,short,1874.938,1820.833,1.1689767771980493,0.03373310932430863
XAUUSD,2022-06-14 00:00:00+00:00,2022-06-19 00:00:00+00:00,long,1820.833,1837.448,1.0006798313427168,0.009131147885478306
XAUUSD,2022-06-19 00:00:00+00:00,2022-06-20 00:00:00+00:00,short,1837.448,1838.318,1.0600577443766812,-0.0005019190951840398
XAUUSD,2022-06-20 00:00:00+00:00,2022-06-23 00:00:00+00:00,long,1838.318,1836.438,1.0600663120698224,-0.0010841022427518275
XAUUSD,2022-06-23 00:00:00+00:00,2022-06-24 00:00:00+00:00,short,1836.438,1824.443,1.076008427841451,0.0070281278714328325
XAUUSD,2022-06-24 00:00:00+00:00,2022-07-06 00:00:00+00:00,long,1824.443,1769.364,1.1166579412545075,-0.03371133148383206
EURUSD,2022-03-17 00:00:00+00:00,2022-11-30 00:00:00+00:00,short,1.10216,1.03234,1.6356936470588321,0.10361846777023988
EURUSD,2022-11-30 00:00:00+00:00,2022-12-01 00:00:00+00:00,long,1.03234,1.04228,1.1739470398120098,0.011303479062839348
XAUUSD,2022-07-06 00:00:00+00:00,2022-12-06 00:00:00+00:00,short,1769.364,1769.137,1.0389169225044268,0.000133287521057603
XAUUSD,2022-12-06 00:00:00+00:00,2022-12-08 00:00:00+00:00,long,1769.137,1786.908,0.8755698712510975,0.00879510867841396
XAUUSD,2022-12-08 00:00:00+00:00,2022-12-16 00:00:00+00:00,short,1786.908,1776.455,0.890355022549238,0.005208371696084643
XAUUSD,2022-12-16 00:00:00+00:00,2022-12-18 00:00:00+00:00,long,1776.455,1792.257,1.1733986922498028,0.010437667227670653
XAUUSD,2022-12-18 00:00:00+00:00,2022-12-19 00:00:00+00:00,short,1792.257,1790.925,1.184479522697658,0.0008803016108925646
XAUUSD,2022-12-19 00:00:00+00:00,2022-12-21 00:00:00+00:00,long,1790.925,1817.135,1.1916889258558279,0.01744024274979752
XAUUSD,2022-12-21 00:00:00+00:00,2022-12-23 00:00:00+00:00,short,1817.135,1793.435,1.1235312514518951,0.014653666711284442
XAUUSD,2022-12-23 00:00:00+00:00,2022-12-28 00:00:00+00:00,long,1793.435,1812.315,1.1054251037609406,0.011637124266564765
