ts,equity_GBPUSD,equity_USDJPY,equity_XAUUSD,portfolio_equity
2023-01-03 00:00:00+00:00,1.0,1.0,1.0,1.0
2023-01-04 00:00:00+00:00,1.0,1.0,1.0,1.0
2023-01-05 00:00:00+00:00,1.0,1.0,1.0,1.0
2023-01-06 00:00:00+00:00,1.0,1.0,1.0,1.0
2023-01-08 00:00:00+00:00,1.0,1.0,1.0,1.0
2023-01-09 00:00:00+00:00,1.0,1.0,1.0,1.0
2023-01-10 00:00:00+00:00,1.0,1.0,1.0,1.0
2023-01-11 00:00:00+00:00,1.0,1.0,1.0,1.0
2023-01-12 00:00:00+00:00,1.0,1.0,1.0,1.0
2023-01-13 00:00:00+00:00,0.999885,0.99991,1.0,0.9999316666666666
2023-01-15 00:00:00+00:00,0.999885,0.99991,0.99979,0.9998616666666665
2023-01-16 00:00:00+00:00,0.999885,0.99991,0.99979,0.9998616666666665
2023-01-17 00:00:00+00:00,0.999885,0.99991,0.99979,0.9998616666666665
2023-01-18 00:00:00+00:00,0.999885,0.99991,0.99979,0.9998616666666665
2023-01-19 00:00:00+00:00,0.999885,0.99991,0.99979,0.9998616666666665
2023-01-20 00:00:00+00:00,0.999885,0.99991,0.99979,0.9998616666666665
2023-01-22 00:00:00+00:00,0.999885,0.99991,0.99979,0.9998616666666665
2023-01-23 00:00:00+00:00,0.999885,0.99991,0.99979,0.9998616666666665
2023-01-24 00:00:00+00:00,0.999885,1.0119496145835951,0.99979,1.003874871527865
2023-01-25 00:00:00+00:00,0.999885,1.0154746489807747,0.99979,1.0050498829935914
2023-01-26 00:00:00+00:00,0.999885,1.0154746489807747,0.99979,1.0050498829935914
2023-01-27 00:00:00+00:00,0.999885,1.0154746489807747,0.99979,1.0050498829935914
2023-01-29 00:00:00+00:00,0.999885,1.0154746489807747,0.99979,1.0050498829935914
2023-01-30 00:00:00+00:00,0.999885,1.011383565095514,0.99979,1.0036861883651713
2023-01-31 00:00:00+00:00,0.999885,1.011383565095514,0.99979,1.0036861883651713
2023-02-01 00:00:00+00:00,0.9906295027796395,1.011383565095514,0.99979,1.000601022625051
2023-02-02 00:00:00+00:00,1.0030837565671447,1.023434970503759,0.99979,1.0087695756903012
2023-02-03 00:00:00+00:00,1.029732906861968,1.023434970503759,1.002530962416408,1.0185662799273782
2023-02-05 00:00:00+00:00,1.029732906861968,1.076519646437072,1.002530962416408,1.0362611719051493
2023-02-06 00:00:00+00:00,1.029732906861968,1.076519646437072,1.002530962416408,1.0362611719051493
2023-02-07 00:00:00+00:00,1.029732906861968,1.076519646437072,1.002530962416408,1.0362611719051493
2023-02-08 00:00:00+00:00,1.029732906861968,1.076519646437072,1.002530962416408,1.0362611719051493
2023-02-09 00:00:00+00:00,1.029732906861968,1.076519646437072,1.002530962416408,1.0362611719051493
2023-02-10 00:00:00+00:00,1.029732906861968,1.076519646437072,1.002530962416408,1.0362611719051493
2023-02-12 00:00:00+00:00,1.029732906861968,1.076519646437072,1.002530962416408,1.0362611719051493
2023-02-13 00:00:00+00:00,1.029732906861968,1.076519646437072,1.002530962416408,1.0362611719051493
2023-02-14 00:00:00+00:00,1.029732906861968,1.076519646437072,1.002530962416408,1.0362611719051493
