symbol,entry_time,exit_time,side,entry_px,exit_px,leverage,ret_gross,signal_date
GBPUSD,2022-01-03 00:00:00+00:00,2022-01-12 00:00:00+00:00,short,1.35209,1.36321,2.424268252598099,-0.019937920529617608,2022-01-02 00:00:00+00:00
EURUSD,2022-01-14 00:00:00+00:00,2022-01-20 00:00:00+00:00,short,1.14564,1.13427,1.9479145930133752,0.019332241299677293,2022-01-13 00:00:00+00:00
EURUSD,2022-01-27 00:00:00+00:00,2022-02-03 00:00:00+00:00,long,1.12405,1.12992,2.2215670777464274,0.011601440101749702,2022-01-26 00:00:00+00:00
EURUSD,2022-02-04 00:00:00+00:00,2022-02-13 00:00:00+00:00,short,1.14352,1.13369,1.5550340845214894,0.013367483778898712,2022-02-03 00:00:00+00:00
EURUSD,2022-02-25 00:00:00+00:00,2022-03-06 00:00:00+00:00,long,1.11906,1.09199,1.7260884670592118,-0.04175398531204122,2022-02-24 00:00:00+00:00
GBPUSD,2022-01-12 00:00:00+00:00,2022-03-06 00:00:00+00:00,long,1.36321,1.32241,2.8910986297916703,-0.0865287256515872,2022-01-11 00:00:00+00:00
XAUUSD,2022-01-03 00:00:00+00:00,2022-04-28 00:00:00+00:00,long,1828.294,1885.493,1.6793091015064334,0.05253794044998578,2022-01-02 00:00:00+00:00
USDJPY,2022-01-03 00:00:00+00:00,2022-08-02 00:00:00+00:00,long,115.14,131.402,3.0,0.42371026576341797,2022-01-02 00:00:00+00:00
USDJPY,2022-08-02 00:00:00+00:00,2022-09-01 00:00:00+00:00,short,131.402,139.33,0.9858633271316487,-0.05948101594724396,2022-08-01 00:00:00+00:00
EURUSD,2022-03-06 00:00:00+00:00,2022-11-11 00:00:00+00:00,short,1.09199,1.01915,1.515823828651259,0.10111137252077197,2022-03-04 00:00:00+00:00
GBPUSD,2022-03-06 00:00:00+00:00,2022-11-11 00:00:00+00:00,short,1.32241,1.16937,1.728995873233405,0.20009341160429855,2022-03-04 00:00:00+00:00
USDJPY,2022-09-01 00:00:00+00:00,2022-11-11 00:00:00+00:00,long,139.33,141.736,1.262922782289008,0.02180859982909166,2022-08-31 00:00:00+00:00
XAUUSD,2022-04-28 00:00:00+00:00,2022-11-11 00:00:00+00:00,short,1885.493,1751.947,1.0186571260394022,0.07214960997153431,2022-04-27 00:00:00+00:00
