ts,equity_EURUSD,equity_GBPUSD,equity_US500,equity_USDJPY,equity_XAUUSD,portfolio_equity
2022-06-15 00:00:00+00:00,0.99992,0.999885,1.0,1.0,0.99979,0.999919
2022-06-16 00:00:00+00:00,0.99992,1.012051397042381,1.0,0.99991,0.99979,1.0023342794084762
2022-06-17 00:00:00+00:00,0.99992,1.012051397042381,1.0,0.99991,0.99979,1.0023342794084762
2022-06-21 00:00:00+00:00,0.99992,1.012051397042381,1.0,0.99991,0.99979,1.0023342794084762
2022-06-22 00:00:00+00:00,0.99992,1.012051397042381,1.0,0.99991,0.99979,1.0023342794084762
2022-06-23 00:00:00+00:00,0.99992,1.012051397042381,1.0,0.99991,0.99979,1.0023342794084762
2022-06-24 00:00:00+00:00,0.99992,1.012051397042381,1.0,0.99991,0.99979,1.0023342794084762
2022-06-27 00:00:00+00:00,0.99992,1.012051397042381,1.0,0.99991,0.99979,1.0023342794084762
2022-06-28 00:00:00+00:00,0.99992,1.012051397042381,1.0,0.99991,0.99979,1.0023342794084762
2022-06-29 00:00:00+00:00,0.99992,1.012051397042381,1.0,0.99991,0.99979,1.0023342794084762
2022-06-30 00:00:00+00:00,0.99992,1.012051397042381,0.9999,0.99991,0.99979,1.0023142794084763
2022-07-01 00:00:00+00:00,0.99992,1.012051397042381,1.005391316127182,0.99991,0.99979,1.0034125426339124
2022-07-05 00:00:00+00:00,0.99992,1.012051397042381,1.0088631219702902,0.99991,0.99979,1.0041069038025343
2022-07-06 00:00:00+00:00,0.99992,1.012051397042381,1.0062734103770319,0.99991,0.99979,1.0035889614838827
2022-07-07 00:00:00+00:00,0.99992,1.012051397042381,1.0062734103770319,0.99991,0.99979,1.0035889614838827
2022-07-08 00:00:00+00:00,0.99992,1.012051397042381,1.0073036761022272,0.99991,0.99979,1.0037950146289216
2022-07-11 00:00:00+00:00,0.99992,1.012051397042381,1.0073036761022272,0.99991,0.99979,1.0037950146289216
2022-07-12 00:00:00+00:00,0.99992,1.012051397042381,1.0123091227934244,0.99991,0.99979,1.0047961039671611
2022-07-13 00:00:00+00:00,0.99992,1.012051397042381,1.0123091227934244,0.99991,0.99979,1.0047961039671611
2022-07-14 00:00:00+00:00,0.99992,1.012051397042381,1.0123091227934244,0.99991,0.99979,1.0047961039671611
2022-07-15 00:00:00+00:00,0.99992,1.012051397042381,1.0123091227934244,0.99991,0.99979,1.0047961039671611
2022-07-18 00:00:00+00:00,0.99992,1.012051397042381,1.0123091227934244,0.99991,0.99979,1.0047961039671611
2022-07-19 00:00:00+00:00,0.99992,1.012051397042381,1.0123091227934244,0.99991,0.99979,1.0047961039671611
2022-07-20 00:00:00+00:00,0.99992,1.012051397042381,1.0173521339224316,0.99991,0.99979,1.0058047061929627
2022-07-21 00:00:00+00:00,0.99992,1.012051397042381,1.0173521339224316,0.99991,0.99979,1.0058047061929627
2022-07-22 00:00:00+00:00,0.99992,1.012051397042381,1.0173521339224316,0.99991,0.99979,1.0058047061929627
2022-07-25 00:00:00+00:00,0.99992,1.012051397042381,1.0173521339224316,0.99991,0.99979,1.0058047061929627
2022-07-26 00:00:00+00:00,0.99992,1.012051397042381,1.0173521339224316,0.99991,0.99979,1.0058047061929627
2022-07-27 00:00:00+00:00,0.99992,1.012051397042381,1.0173521339224316,0.99991,0.99979,1.0058047061929627
2022-07-28 00:00:00+00:00,0.99992,1.012051397042381,1.0173521339224316,0.99991,0.9744960544790799,1.0007459170887787
2022-07-29 00:00:00+00:00,0.99992,1.012051397042381,1.02690320851618,0.99991,0.9744960544790799,1.0026561320075282
2022-08-01 00:00:00+00:00,0.99992,1.012051397042381,1.02690320851618,0.99991,0.9744960544790799,1.0026561320075282
2022-08-02 00:00:00+00:00,0.99992,1.012051397042381,1.02690320851618,0.99991,0.9744960544790799,1.0026561320075282
2022-08-03 00:00:00+00:00,0.99992,1.012051397042381,1.02690320851618,0.99991,0.9744960544790799,1.0026561320075282
2022-08-04 00:00:00+00:00,0.99992,1.012051397042381,1.0368030935139236,0.99991,0.9744960544790799,1.004636109007077
2022-08-05 00:00:00+00:00,0.99992,1.012051397042381,1.0423805986555745,0.99991,0.9744960544790799,1.0057516100354071
2022-08-08 00:00:00+00:00,0.99992,1.012051397042381,1.0423805986555745,0.99991,0.9744960544790799,1.0057516100354071
2022-08-09 00:00:00+00:00,0.99992,1.012051397042381,1.048144450961728,0.99991,0.9744960544790799,1.0069043804966378
2022-08-10 00:00:00+00:00,0.99992,1.012051397042381,1.0498340797604662,0.99991,0.9744960544790799,1.0072423062563856
2022-08-11 00:00:00+00:00,0.99992,1.012051397042381,1.0545394371085761,0.99991,0.9744960544790799,1.0081833777260074
2022-08-12 00:00:00+00:00,0.99992,1.012051397042381,1.0545394371085761,0.99991,0.9744960544790799,1.0081833777260074
2022-08-15 00:00:00+00:00,0.99992,1.012051397042381,1.0545394371085761,0.99991,0.9744960544790799,1.0081833777260074
