symbol,entry_time,exit_time,side,entry_px,exit_px,leverage,ret_gross
GBPUSD,2022-06-15 00:00:00+00:00,2022-06-16 00:00:00+00:00,long,1.20106,1.21741,0.91094231121969,0.01240063509603348
US500,2022-06-30 00:00:00+00:00,2022-07-01 00:00:00+00:00,short,250.496,243.595,0.20664717995087856,0.005692993855554633
US500,2022-07-01 00:00:00+00:00,2022-07-05 00:00:00+00:00,long,243.595,247.937,0.20499172036287197,0.0036539093569883927
US500,2022-07-05 00:00:00+00:00,2022-07-06 00:00:00+00:00,short,247.937,250.967,0.1937217516477405,-0.0023674437760102664
US500,2022-07-06 00:00:00+00:00,2022-07-08 00:00:00+00:00,long,250.967,252.487,0.20210728202832054,0.0012240775427966222
US500,2022-07-08 00:00:00+00:00,2022-07-12 00:00:00+00:00,short,252.487,246.376,0.2136152230906229,0.005170177586595724
US500,2022-07-12 00:00:00+00:00,2022-07-20 00:00:00+00:00,long,246.376,250.754,0.29166221475345444,0.005182717375842726
XAUUSD,2022-06-15 00:00:00+00:00,2022-07-28 00:00:00+00:00,long,1810.813,1738.618,0.6242910456113653,-0.02488975506466577
US500,2022-07-20 00:00:00+00:00,2022-07-29 00:00:00+00:00,short,250.754,241.804,0.2686871901659753,0.009590077733497675
US500,2022-07-29 00:00:00+00:00,2022-08-04 00:00:00+00:00,long,241.804,252.824,0.2159665704900255,0.009842482369191916
US500,2022-08-04 00:00:00+00:00,2022-08-05 00:00:00+00:00,short,252.824,246.124,0.21058458704111863,0.005580628157040057
US500,2022-08-05 00:00:00+00:00,2022-08-09 00:00:00+00:00,long,246.124,252.854,0.20957639628294014,0.005730644500268937
US500,2022-08-09 00:00:00+00:00,2022-08-10 00:00:00+00:00,short,252.854,250.664,0.20925359780162453,0.001812371483882243
US500,2022-08-10 00:00:00+00:00,2022-08-11 00:00:00+00:00,long,250.664,256.084,0.2165758924872312,0.004682927493699912
US500,2022-08-11 00:00:00+00:00,2022-08-16 00:00:00+00:00,short,256.084,250.634,0.2148464166606657,0.004572378480501059
XAUUSD,2022-07-28 00:00:00+00:00,2022-08-18 00:00:00+00:00,short,1738.618,1764.865,0.9276383134740733,-0.014004066916225357
US500,2022-08-16 00:00:00+00:00,2022-09-09 00:00:00+00:00,long,250.634,236.545,0.22778983765729127,-0.012804850988906427
XAUUSD,2022-08-18 00:00:00+00:00,2022-09-13 00:00:00+00:00,long,1764.865,1725.144,0.8238565153629945,-0.018542157415288685
XAUUSD,2022-09-13 00:00:00+00:00,2022-09-14 00:00:00+00:00,short,1725.144,1702.064,1.0216700192343093,0.013668507697866263
XAUUSD,2022-09-14 00:00:00+00:00,2022-10-04 00:00:00+00:00,long,1702.064,1700.918,0.971368072242442,-0.0006540222992730967
XAUUSD,2022-10-04 00:00:00+00:00,2022-10-12 00:00:00+00:00,short,1700.918,1663.955,0.6604368519343736,0.014352089494055663
XAUUSD,2022-10-12 00:00:00+00:00,2022-10-13 00:00:00+00:00,long,1663.955,1674.422,0.6081893721877356,0.003825775431841123
XAUUSD,2022-10-13 00:00:00+00:00,2022-10-14 00:00:00+00:00,short,1674.422,1663.265,0.6028852842482291,0.004017142104175287
XAUUSD,2022-10-14 00:00:00+00:00,2022-10-27 00:00:00+00:00,long,1663.265,1667.287,0.6161667844555947,0.001489974722657109
XAUUSD,2022-10-27 00:00:00+00:00,2022-10-31 00:00:00+00:00,short,1667.287,1643.388,0.6874501111624371,0.009853954482144467
EURUSD,2022-06-15 00:00:00+00:00,2022-11-03 00:00:00+00:00,short,1.04368,0.98141,1.154729213701476,0.06889562714356016
EURUSD,2022-11-03 00:00:00+00:00,2022-11-07 00:00:00+00:00,long,0.98141,0.99282,0.8470613480413481,0.00984804514031019
XAUUSD,2022-10-31 00:00:00+00:00,2022-11-07 00:00:00+00:00,long,1643.388,1672.698,0.7286281611355458,0.012995160852387257
XAUUSD,2022-11-07 00:00:00+00:00,2022-11-28 00:00:00+00:00,short,1672.698,1750.697,0.5279549776908786,-0.024618885360603488
EURUSD,2022-11-07 00:00:00+00:00,2022-11-29 00:00:00+00:00,short,0.99282,1.03432,0.6951385360468512,-0.029056877627308273
EURUSD,2022-11-29 00:00:00+00:00,2022-12-01 00:00:00+00:00,long,1.03432,1.04228,1.027811084378289,0.007909908182817092
US500,2022-09-09 00:00:00+00:00,2022-12-01 00:00:00+00:00,short,236.545,222.724,0.2699830314196428,0.01577473832569228
