symbol,entry_time,exit_time,side,entry_px,exit_px,leverage,ret_gross
GBPUSD,2022-06-15 00:00:00+00:00,2022-06-16 00:00:00+00:00,long,1.20106,1.21741,1.5014482289213429,0.020439177512250863
US500,2022-07-08 00:00:00+00:00,2022-07-12 00:00:00+00:00,short,252.487,246.376,0.3204228346359343,0.007755266379893586
US500,2022-07-12 00:00:00+00:00,2022-07-20 00:00:00+00:00,long,246.376,250.754,0.3374276954118257,0.005995951109332798
XAUUSD,2022-06-15 00:00:00+00:00,2022-07-28 00:00:00+00:00,long,1810.813,1738.618,1.0570038834747737,-0.04214151067363745
US500,2022-07-20 00:00:00+00:00,2022-07-29 00:00:00+00:00,short,250.754,241.804,0.3545906870192222,0.012656175569769713
US500,2022-07-29 00:00:00+00:00,2022-08-04 00:00:00+00:00,long,241.804,252.824,0.32755047204801474,0.014927818406515709
US500,2022-08-04 00:00:00+00:00,2022-08-05 00:00:00+00:00,short,252.824,246.124,0.36872020697489405,0.009771324663527953
US500,2022-08-05 00:00:00+00:00,2022-08-09 00:00:00+00:00,long,246.124,252.854,0.36589836709930684,0.01000510316173288
US500,2022-08-09 00:00:00+00:00,2022-08-10 00:00:00+00:00,short,252.854,250.664,0.3697217291372895,0.003202205963958131
US500,2022-08-10 00:00:00+00:00,2022-08-11 00:00:00+00:00,long,250.664,256.084,0.3640235128581689,0.007871124053279603
US500,2022-08-11 00:00:00+00:00,2022-08-16 00:00:00+00:00,short,256.084,250.634,0.36596542364718976,0.007788505173603947
XAUUSD,2022-07-28 00:00:00+00:00,2022-08-18 00:00:00+00:00,short,1738.618,1764.865,1.3405447135833486,-0.020237497309599922
US500,2022-08-16 00:00:00+00:00,2022-09-09 00:00:00+00:00,long,250.634,236.545,0.4003310554445665,-0.02250398684998241
XAUUSD,2022-08-18 00:00:00+00:00,2022-09-13 00:00:00+00:00,long,1764.865,1725.144,1.3052010141402743,-0.029375555344270398
XAUUSD,2022-09-13 00:00:00+00:00,2022-09-14 00:00:00+00:00,short,1725.144,1702.064,1.6980531401248184,0.022717562402953438
XAUUSD,2022-09-14 00:00:00+00:00,2022-10-04 00:00:00+00:00,long,1702.064,1700.918,1.5915224970738753,-0.0010715723860247716
XAUUSD,2022-10-04 00:00:00+00:00,2022-10-12 00:00:00+00:00,short,1700.918,1663.955,1.0529124798523668,0.022881058341897083
XAUUSD,2022-10-12 00:00:00+00:00,2022-10-13 00:00:00+00:00,long,1663.955,1674.422,0.996384090453692,0.006267688894699117
XAUUSD,2022-10-13 00:00:00+00:00,2022-10-14 00:00:00+00:00,short,1674.422,1663.265,1.0006338337817924,0.006667418179827601
XAUUSD,2022-10-14 00:00:00+00:00,2022-10-27 00:00:00+00:00,long,1663.265,1667.287,0.9955405527491928,0.0024073518670548895
XAUUSD,2022-10-27 00:00:00+00:00,2022-10-31 00:00:00+00:00,short,1667.287,1643.388,0.9683204243860748,0.013879967769437994
EURUSD,2022-06-15 00:00:00+00:00,2022-11-03 00:00:00+00:00,short,1.04368,0.98141,1.95593914507542,0.11669892166549742
EURUSD,2022-11-03 00:00:00+00:00,2022-11-07 00:00:00+00:00,long,0.98141,0.99282,1.3115025724591807,0.015247699077612127
XAUUSD,2022-10-31 00:00:00+00:00,2022-11-07 00:00:00+00:00,long,1643.388,1672.698,1.0041257611571779,0.0179086898891297
XAUUSD,2022-11-07 00:00:00+00:00,2022-11-28 00:00:00+00:00,short,1672.698,1750.697,0.8803832047147223,-0.04105284371987259
EURUSD,2022-11-07 00:00:00+00:00,2022-11-29 00:00:00+00:00,short,0.99282,1.03432,1.1907868455992283,-0.04977503887146488
EURUSD,2022-11-29 00:00:00+00:00,2022-12-01 00:00:00+00:00,long,1.03432,1.04228,1.1644761777367965,0.008961665997742592
US500,2022-09-09 00:00:00+00:00,2022-12-01 00:00:00+00:00,short,236.545,222.724,0.369962491694971,0.021616401097956792
