run,loo,lookbacks,w_tsmom,w_xsec,w_mr,w_volcarry,vc_top_q,vc_bot_q,vc_lookback,target_vol,vol_lookback,max_leverage,cagr,vol,sharpe,maxdd,mar
1,-,"(63,126,252)",1.0,0.8,0.6,0.0,0.25,0.25,42,0.1,15,2.0,-0.02825199999332839,0.03345875293790852,-0.8443829345868741,-0.08634683426113166,-0.32719207640998377
2,-,"(63,126,252)",1.0,0.8,0.6,0.0,0.25,0.25,42,0.1,15,3.0,-0.031929583728014244,0.03449526931389439,-0.92562210306192,-0.09181111478858262,-0.34777470899400215
3,-,"(63,126,252)",1.0,0.8,0.6,0.0,0.25,0.25,42,0.1,30,2.0,-0.027320624205383615,0.033092758636605525,-0.8255771150841118,-0.08461143622524081,-0.32289517143586177
4,-,"(63,126,252)",1.0,0.8,0.6,0.0,0.25,0.25,42,0.1,30,3.0,-0.03001545337787559,0.033803992720378484,-0.8879262762289319,-0.08852543204790231,-0.33906023030346605
5,-,"(63,126,252)",1.0,0.8,0.6,0.0,0.25,0.25,42,0.15,15,2.0,-0.04019764771778789,0.0457374754808765,-0.878877710130615,-0.1200370601848546,-0.3348769759596273
6,-,"(63,126,252)",1.0,0.8,0.6,0.0,0.25,0.25,42,0.15,15,3.0,-0.04214810852030537,0.05016938998385732,-0.8401160256057947,-0.1280178173926939,-0.3292362686595124
7,-,"(63,126,252)",1.0,0.8,0.6,0.0,0.25,0.25,42,0.15,30,2.0,-0.039099758526969564,0.04561648114866576,-0.8571410495154599,-0.11840349463223854,-0.3302247002794426
8,-,"(63,126,252)",1.0,0.8,0.6,0.0,0.25,0.25,42,0.15,30,3.0,-0.042847253914515604,0.04943792703301159,-0.8666879152498618,-0.12898902411276947,-0.3321775182751683
