ts,equity_GBPUSD,equity_USDJPY,equity_XAUUSD,portfolio_equity
2020-01-02 00:00:00+00:00,1.0,1.0,1.0,1.0
2020-01-03 00:00:00+00:00,1.0,1.0,1.0,1.0
2020-01-05 00:00:00+00:00,1.0,1.0,1.0,1.0
2020-01-06 00:00:00+00:00,1.0,1.0,1.0,1.0
2020-01-07 00:00:00+00:00,1.0,1.0,1.0,1.0
2020-01-08 00:00:00+00:00,1.0,1.0,1.0,1.0
2020-01-09 00:00:00+00:00,1.0,1.0,1.0,1.0
2020-01-10 00:00:00+00:00,1.0,1.0,1.0,1.0
2020-01-12 00:00:00+00:00,1.0,1.0,1.0,1.0
2020-01-13 00:00:00+00:00,1.0,1.0,1.0,1.0
2020-01-14 00:00:00+00:00,1.0,1.0,1.0,1.0
2020-01-15 00:00:00+00:00,1.0,1.0,1.0,1.0
2020-01-16 00:00:00+00:00,1.0,1.0,1.0,1.0
2020-01-17 00:00:00+00:00,1.0,1.0,1.0,1.0
2020-01-19 00:00:00+00:00,1.0,1.0,1.0,1.0
2020-01-20 00:00:00+00:00,0.999885,0.99991,0.99979,0.9998616666666665
2020-01-21 00:00:00+00:00,0.999885,0.99991,0.99979,0.9998616666666665
2020-01-22 00:00:00+00:00,0.999885,0.99991,0.99979,0.9998616666666665
2020-01-23 00:00:00+00:00,1.0209161186244902,0.99991,0.99979,1.0068720395414967
2020-01-24 00:00:00+00:00,1.0209161186244902,0.99991,0.99979,1.0068720395414967
2020-01-26 00:00:00+00:00,1.0209161186244902,1.0227757312104953,0.99979,1.0144939499449952
2020-01-27 00:00:00+00:00,1.0335568083965099,1.0227757312104953,0.99979,1.018707513202335
2020-01-28 00:00:00+00:00,1.0335568083965099,1.0227757312104953,0.99979,1.018707513202335
2020-01-29 00:00:00+00:00,1.0335568083965099,1.0227757312104953,0.99979,1.018707513202335
2020-01-30 00:00:00+00:00,1.0335568083965099,1.0227757312104953,0.99979,1.018707513202335
2020-01-31 00:00:00+00:00,1.0371167332807152,1.0227757312104953,0.99979,1.0198941548304035
2020-02-02 00:00:00+00:00,1.0371167332807152,1.0227757312104953,0.99979,1.0198941548304035
2020-02-03 00:00:00+00:00,1.0371167332807152,1.0227757312104953,0.99979,1.0198941548304035
2020-02-04 00:00:00+00:00,1.0508727298055516,1.0227757312104953,0.99979,1.024479487005349
2020-02-05 00:00:00+00:00,1.0508727298055516,1.0324686680790154,1.0010992374053425,1.0281468784299699
