Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,YTD
2022,-0.000425,0.006256,-0.032082,0.013336,0.000000,0.000000,0.000000,0.107238,-0.019435,0.000000,0.089626,0.000000,1129481324056804095050293335201920762715631278928910978455472508049607787771552109676367708160.000000
