ts,equity_EURUSD,equity_GBPUSD,equity_USDJPY,equity_XAUUSD,portfolio_equity
2022-01-03 00:00:00+00:00,1.0,0.9997812804424805,0.99973,0.9996964193260556,0.9998019249421339
2022-01-04 00:00:00+00:00,1.0,0.9997812804424805,0.99973,0.9996964193260556,0.9998019249421339
2022-01-05 00:00:00+00:00,1.0,0.9997812804424805,0.99973,0.9996964193260556,0.9998019249421339
2022-01-06 00:00:00+00:00,1.0,0.9997812804424805,0.99973,0.9996964193260556,0.9998019249421339
2022-01-07 00:00:00+00:00,1.0,0.9997812804424805,0.99973,0.9996964193260556,0.9998019249421339
2022-01-09 00:00:00+00:00,1.0,0.9997812804424805,0.99973,0.9996964193260556,0.9998019249421339
2022-01-10 00:00:00+00:00,1.0,0.9997812804424805,0.99973,0.9996964193260556,0.9998019249421339
2022-01-11 00:00:00+00:00,1.0,0.9997812804424805,0.99973,0.9996964193260556,0.9998019249421339
2022-01-12 00:00:00+00:00,1.0,0.9997812804424805,0.99973,0.9996964193260556,0.9998019249421339
2022-01-13 00:00:00+00:00,1.0,0.9997812804424805,0.99973,0.9996964193260556,0.9998019249421339
2022-01-14 00:00:00+00:00,0.9998701390271324,0.9997812804424805,0.99973,0.9996964193260556,0.9997694596989171
2022-01-16 00:00:00+00:00,0.9998701390271324,0.9997812804424805,0.99973,0.9996964193260556,0.9997694596989171
2022-01-17 00:00:00+00:00,0.9998701390271324,0.9779740827526472,0.99973,0.9996964193260556,0.9943176602764587
2022-01-18 00:00:00+00:00,0.9998701390271324,0.9730048235211335,0.99973,0.9996964193260556,0.9930753454685803
2022-01-19 00:00:00+00:00,0.9998701390271324,0.9730048235211335,0.99973,0.9996964193260556,0.9930753454685803
2022-01-20 00:00:00+00:00,1.0158463121001104,0.9730048235211335,0.99973,0.9996964193260556,0.9970693887368249
2022-01-21 00:00:00+00:00,1.0158463121001104,0.9805871190764134,0.99973,0.9996964193260556,0.9989649626256449
2022-01-23 00:00:00+00:00,1.0158463121001104,0.9805871190764134,0.99973,0.9996964193260556,0.9989649626256449
2022-01-24 00:00:00+00:00,1.0158463121001104,0.9805871190764134,0.99973,0.9996964193260556,0.9989649626256449
2022-01-25 00:00:00+00:00,1.0158463121001104,0.9805871190764134,0.99973,0.9996964193260556,0.9989649626256449
2022-01-26 00:00:00+00:00,1.0158463121001104,0.9805871190764134,0.99973,0.9996964193260556,0.9989649626256449
2022-01-27 00:00:00+00:00,1.015699951043984,0.9805871190764134,0.99973,0.9996964193260556,0.9989283723616131
2022-01-28 00:00:00+00:00,1.015699951043984,0.9805871190764134,0.99973,0.9996964193260556,0.9989283723616131
2022-01-30 00:00:00+00:00,1.015699951043984,0.9805871190764134,0.99973,0.9996964193260556,0.9989283723616131
2022-01-31 00:00:00+00:00,1.015699951043984,0.9805871190764134,0.99973,0.9996964193260556,0.9989283723616131
2022-02-01 00:00:00+00:00,1.015699951043984,0.9805871190764134,0.99973,0.9996964193260556,0.9989283723616131
