ts,equity_EURUSD,equity_GBPUSD,equity_USDJPY,equity_XAUUSD,portfolio_equity
2022-01-03 00:00:00+00:00,1.0,0.9997212091509512,0.99973,0.9996473450886837,0.9997746385599088
2022-01-04 00:00:00+00:00,1.0,0.9997212091509512,0.99973,0.9996473450886837,0.9997746385599088
2022-01-05 00:00:00+00:00,1.0,0.9997212091509512,0.99973,0.9996473450886837,0.9997746385599088
2022-01-06 00:00:00+00:00,1.0,0.9997212091509512,0.99973,0.9996473450886837,0.9997746385599088
2022-01-07 00:00:00+00:00,1.0,0.9997212091509512,0.99973,0.9996473450886837,0.9997746385599088
2022-01-09 00:00:00+00:00,1.0,0.9997212091509512,0.99973,0.9996473450886837,0.9997746385599088
2022-01-10 00:00:00+00:00,1.0,0.9997212091509512,0.99973,0.9996473450886837,0.9997746385599088
2022-01-11 00:00:00+00:00,1.0,0.9997212091509512,0.99973,0.9996473450886837,0.9997746385599088
2022-01-12 00:00:00+00:00,1.0,0.9997212091509512,0.99973,0.9996473450886837,0.9997746385599088
2022-01-13 00:00:00+00:00,1.0,0.9997212091509512,0.99973,0.9996473450886837,0.9997746385599088
2022-01-14 00:00:00+00:00,0.999844166832559,0.9997212091509512,0.99973,0.9996473450886837,0.9997356802680485
2022-01-16 00:00:00+00:00,0.999844166832559,0.9997212091509512,0.99973,0.9996473450886837,0.9997356802680485
2022-01-17 00:00:00+00:00,0.999844166832559,0.971940661069325,0.99973,0.9996473450886837,0.9927905432476419
2022-01-18 00:00:00+00:00,0.999844166832559,0.9658325467469372,0.99973,0.9996473450886837,0.991263514667045
2022-01-19 00:00:00+00:00,0.999844166832559,0.9658325467469372,0.99973,0.9996473450886837,0.991263514667045
2022-01-20 00:00:00+00:00,1.019014574509444,0.9658325467469372,0.99973,0.9996473450886837,0.9960561165862662
2022-01-21 00:00:00+00:00,1.019014574509444,0.9753239195045398,0.99973,0.9996473450886837,0.9984289597756669
2022-01-23 00:00:00+00:00,1.019014574509444,0.9753239195045398,0.99973,0.9996473450886837,0.9984289597756669
2022-01-24 00:00:00+00:00,1.019014574509444,0.9753239195045398,0.99973,0.9996473450886837,0.9984289597756669
2022-01-25 00:00:00+00:00,1.019014574509444,0.9753239195045398,0.99973,0.9996473450886837,0.9984289597756669
2022-01-26 00:00:00+00:00,1.019014574509444,0.9753239195045398,0.99973,0.9996473450886837,0.9984289597756669
2022-01-27 00:00:00+00:00,1.0188334697710062,0.9753239195045398,0.99973,0.9996473450886837,0.9983836835910574
